date,pm2.5,pm10,OC,EC,NO3,SO42,NH4,meantemp,mintemp,maxtemp,meanhumi,dow,year,influenza,season,holiday,ma5meantemp,cityname,noacc,noacc_A,noacc_B,noacc_M,noacc_F,circ,circ_A,circ_B,circ_M,circ_F,resp,resp_A,resp_B,resp_M,resp_F
2012-08-23,10.23809524,19.41666667,,,,,,23,20.5,25.7,68.3,5,2012,0,2,0,24.72,Seoul,469,335,134,260,209,111,56,55,63,48,250,222,28,139,111
2012-08-24,5.458333333,13.15135135,,,,,,23.3,21.1,26.1,70,6,2012,0,2,0,23.8,Seoul,541,391,150,319,222,152,80,72,89,63,286,253,33,166,120
2012-08-25,9.375,19.87159956,,,,,,25,21.5,28.9,80.1,7,2012,0,2,0,23.72,Seoul,639,491,148,339,300,137,60,77,71,66,394,368,26,215,179
2012-08-26,12.83333333,24.5344086,,,,,,27.5,24.1,32.4,72.3,1,2012,0,2,0,24.16,Seoul,583,456,127,323,260,133,72,61,74,59,344,318,26,187,157
2012-08-27,8.416666667,16.9600444,,,,,,28.5,24.5,32.9,59.9,2,2012,0,2,0,25.46,Seoul,525,382,143,292,233,119,74,45,61,58,285,250,35,161,124
2012-08-28,5.409090909,13.26666667,,,,,,26.1,21.8,29.4,69.5,3,2012,0,2,0,26.08,Seoul,435,324,111,252,183,111,58,53,59,52,227,196,31,137,90
2012-08-29,23.16666667,41.92707182,,,,,,25.7,21.7,29.1,70.3,4,2012,0,2,0,26.56,Seoul,418,286,132,230,188,108,54,54,61,47,222,190,32,124,98
2012-08-30,20.08333333,33.72677596,,,,,,21.4,18.7,24.7,85.8,5,2012,0,2,0,25.84,Seoul,449,323,126,245,204,100,48,52,47,53,238,216,22,143,95
2012-08-31,19.58333333,35.17165006,,,,,,23.8,18.7,28.4,65.6,6,2012,0,2,0,25.1,Seoul,553,406,147,311,242,142,79,63,80,62,285,261,24,155,130
2012-09-01,32.70833333,56.08974359,,,,,,25.2,22.3,29.4,69,7,2012,0,3,0,24.44,Seoul,670,513,157,383,287,131,65,66,68,63,389,362,27,221,168
2012-09-02,14.5,25.83083512,,,,,,25,20.8,29.5,65.1,1,2012,0,3,0,24.22,Seoul,555,418,137,311,244,119,62,57,76,43,320,291,29,179,141
2012-09-03,33.08333333,57.54291845,,,,,,24.9,22.2,28.5,71.4,2,2012,0,3,0,24.06,Seoul,506,346,160,302,204,146,67,79,83,63,236,205,31,145,91
2012-09-04,19.91304348,34.28696605,,,,,,22,19.7,24.4,84.1,3,2012,0,3,0,24.18,Seoul,467,328,139,273,194,119,58,61,73,46,241,213,28,143,98
2012-09-05,9.5,18.09229099,,,,,,22.3,19.2,26.1,61.1,4,2012,0,3,0,23.88,Seoul,480,350,130,274,206,138,72,66,80,58,234,218,16,131,103
2012-09-06,13.79166667,27.70899471,,,,,,21.6,16,27.1,52.9,5,2012,0,3,0,23.16,Seoul,474,351,123,267,207,142,85,57,70,72,234,204,30,136,98
2012-09-07,18.16666667,33.34615385,,,,,,22.5,16.9,27.2,60.6,6,2012,0,3,0,22.66,Seoul,534,402,132,319,215,128,63,65,75,53,306,280,26,183,123
2012-09-08,8,14.1141649,,,,,,20.2,17.7,23.7,71.8,7,2012,0,3,0,21.72,Seoul,614,449,165,337,277,117,59,58,66,51,368,332,36,197,171
2012-09-09,13.125,22.54689146,,,,,,20.9,17.1,25,68.4,1,2012,0,3,0,21.5,Seoul,551,413,138,303,248,120,59,61,61,59,329,298,31,190,139
2012-09-10,18.33333333,31.958159,,,,,,23.2,17.8,28.3,61.4,2,2012,0,3,0,21.68,Seoul,503,361,142,301,202,126,70,56,76,50,264,228,36,158,106
2012-09-11,8.666666667,17.79135135,,,,,,22.8,18.1,27.5,53.1,3,2012,0,3,0,21.92,Seoul,506,365,141,273,233,134,69,65,69,65,267,237,30,155,112
2012-09-12,15,28.27929901,6.638387931,1.845282969,4.403014091,4.217782824,6.433403838,21.6,19.6,24.8,68.9,4,2012,0,3,0,21.74,Seoul,462,328,134,266,196,120,58,62,63,57,232,207,25,145,87
2012-09-13,17.875,30.50377562,,,,,,20,18.6,21.1,87.1,5,2012,0,3,0,21.7,Seoul,444,302,142,247,197,133,65,68,71,62,206,180,26,127,79
2012-09-14,12.75,25.54019293,,,,,,19.4,17.3,21.8,68.5,6,2012,0,3,0,21.4,Seoul,523,389,134,291,232,141,75,66,78,63,275,244,31,160,115
2012-09-15,12.70833333,25.85490605,2.237517025,0.522582314,3.09064482,3.717665713,4.544910459,21,17,25.5,56.8,7,2012,0,3,0,20.96,Seoul,638,512,126,355,283,115,65,50,62,53,398,371,27,226,172
2012-09-16,6.583333333,13.64867725,,,,,,19.9,17.5,22.1,60.1,1,2012,0,3,0,20.38,Seoul,560,413,147,323,237,132,57,75,80,52,300,276,24,167,133
2012-09-17,4.304347826,8.077864294,,,,,,17.3,16,18.4,86.8,2,2012,0,3,0,19.52,Seoul,497,361,136,280,217,127,74,53,77,50,238,213,25,133,105
2012-09-18,13.20833333,31.91791045,,,,,,20.9,17.7,24.6,69.4,3,2012,0,3,0,19.7,Seoul,470,331,139,258,212,120,55,65,74,46,233,207,26,122,111
2012-09-19,16,33.27896996,6.20811108,1.41216481,4.990196994,5.105343416,5.407213768,20.6,17.7,25.2,63.9,4,2012,0,3,0,19.94,Seoul,499,353,146,264,235,118,49,69,58,60,262,231,31,133,129
2012-09-20,19.375,38.14470842,,,,,,20.1,15.6,24.7,69.6,5,2012,0,3,0,19.76,Seoul,558,391,167,311,247,142,72,70,74,68,275,239,36,157,118
2012-09-21,22.66666667,42.36637931,7.618261045,1.958749761,6.721732803,7.1204075,8.650853861,20.1,17.2,24.3,68.3,6,2012,0,3,0,19.8,Seoul,587,444,143,335,252,119,68,51,77,42,333,300,33,185,148
2012-09-22,20.66666667,38.64509395,,,,,,20.7,15.2,26.4,60.6,7,2012,0,3,0,20.48,Seoul,678,538,140,379,299,136,78,58,88,48,414,381,33,220,194
2012-09-23,15.91666667,29.09717868,,,,,,21.2,16.4,26.6,56.6,1,2012,0,3,0,20.54,Seoul,638,508,130,372,266,119,59,60,59,60,388,360,28,238,150
2012-09-24,13.08333333,25.97245763,,,,,,21.5,16.1,27.5,49.8,2,2012,0,3,0,20.72,Seoul,582,448,134,333,249,122,66,56,74,48,340,311,29,190,150
2012-09-25,17.08333333,31.57478632,6.004163252,1.54867946,2.962580332,5.633460446,5.716108841,21.8,16.9,27.8,52.3,3,2012,0,3,0,21.06,Seoul,565,401,164,309,256,143,67,76,79,64,297,267,30,166,131
2012-09-26,19.375,36.54410202,,,,,,21.3,17.5,25.4,60,4,2012,0,3,0,21.3,Seoul,606,444,162,335,271,143,68,75,70,73,332,297,35,191,141
2012-09-27,14.20833333,28.55603448,6.532536467,1.753529409,,,,20.3,17.7,23.6,62,5,2012,0,3,0,21.22,Seoul,637,490,147,334,303,130,60,70,71,59,389,361,28,211,178
2012-09-28,12.95833333,25.3592552,,,,,,18,15.4,22,72.3,6,2012,0,3,0,20.58,Seoul,905,734,171,482,423,140,73,67,73,67,627,586,41,336,291
2012-09-29,7.625,15.12137487,,,,,,16.4,14,19.8,58.8,7,2012,0,3,1,19.56,Seoul,1092,947,145,594,498,124,62,62,68,56,814,781,33,451,363
2012-09-30,12.20833333,21.02148228,,,,,,16.2,12,21,63.8,1,2012,0,3,1,18.44,Seoul,1006,840,166,551,455,146,64,82,87,59,705,671,34,381,324
2012-10-01,13.04166667,21.47807018,,,,,,18.1,12.5,24.6,64.3,2,2012,0,3,1,17.8,Seoul,819,646,173,437,382,149,76,73,81,68,503,470,33,267,236
2012-10-02,13.54166667,23.75869565,,,,,,19.3,14.3,24.9,64.3,3,2012,0,3,0,17.6,Seoul,712,527,185,383,329,162,76,86,85,77,429,384,45,239,190
2012-10-03,13.20833333,24.18446602,5.461274427,1.264949617,3.510186169,3.419180487,3.861197087,19.9,15,26,60.4,4,2012,0,3,1,17.98,Seoul,631,503,128,333,298,129,71,58,61,68,385,362,23,207,178
2012-10-04,13.95833333,27.09934498,,,,,,19,14.4,24.2,61.6,5,2012,0,3,0,18.5,Seoul,539,390,149,304,235,126,71,55,77,49,299,260,39,181,118
2012-10-05,20.33333333,36.53556034,,,,,,19,14.9,22.8,61.4,6,2012,0,3,0,19.06,Seoul,602,424,178,321,281,126,60,66,65,61,327,288,39,180,147
2012-10-06,22.54166667,42.74684874,3.267848399,1.029165996,4.53363635,6.095237008,6.229652978,19.6,16.1,24.5,52.9,7,2012,0,3,0,19.36,Seoul,605,452,153,328,277,133,62,71,77,56,360,321,39,185,175
2012-10-07,19.54166667,34.42408377,,,,,,19.2,15.1,24.4,54.9,1,2012,0,3,0,19.34,Seoul,575,423,152,296,279,114,51,63,56,58,347,309,38,182,165
2012-10-08,12.83333333,25.9027027,,,,,,18.4,14.6,23.4,53,2,2012,0,3,0,19.04,Seoul,568,411,157,299,269,135,63,72,80,55,301,271,30,143,158
2012-10-09,16.20833333,31.77777778,,,,,,17.6,13.8,22.4,60,3,2012,0,3,0,18.76,Seoul,501,354,147,283,218,138,75,63,74,64,249,214,35,137,112
2012-10-10,17.08333333,32.15195531,,,,,,15.7,12.6,20.3,69.6,4,2012,0,3,0,18.1,Seoul,533,384,149,303,230,138,64,74,73,65,271,243,28,163,108
2012-10-11,10.375,22.01333333,,,,,,13.9,9.9,19,47.4,5,2012,0,3,0,16.96,Seoul,532,382,150,294,238,132,65,67,76,56,287,253,34,156,131
2012-10-12,17.04166667,35.58258929,,,,,,14.9,8.5,21.4,51.8,6,2012,0,3,0,16.1,Seoul,557,403,154,321,236,130,59,71,75,55,318,288,30,187,131
2012-10-13,22.33333333,41.83601286,,,,,,16.4,11.3,23.1,54,7,2012,0,3,0,15.7,Seoul,653,505,148,368,285,129,67,62,76,53,393,362,31,231,162
2012-10-14,17.91666667,38.62188516,,,,,,16.3,12,21.8,39.9,1,2012,0,3,0,15.44,Seoul,620,477,143,322,298,145,81,64,81,64,369,339,30,186,183
2012-10-15,14.58333333,41.46918919,,,,,,14.8,10.3,21.8,33.3,2,2012,0,3,0,15.26,Seoul,573,409,164,318,255,145,76,69,82,63,288,261,27,155,133
2012-10-16,15.58333333,36.07415485,,,,,,17.1,10.8,23.4,46.5,3,2012,0,3,0,15.9,Seoul,531,388,143,295,236,139,73,66,77,62,279,248,31,153,126
2012-10-17,10.7826087,22.51742919,,,,,,12.6,8.1,17.6,57,4,2012,0,3,0,15.44,Seoul,530,373,157,269,261,143,71,72,69,74,283,242,41,148,135
2012-10-18,10.79166667,24.87241003,,,,,,11.6,6,17,46.5,5,2012,0,3,0,14.48,Seoul,562,409,153,310,252,152,69,83,91,61,295,275,20,159,136
2012-10-19,22.70833333,48.37893594,,,,,,14.8,10.3,20.1,52.3,6,2012,0,3,0,14.18,Seoul,662,496,166,365,297,167,93,74,98,69,360,325,35,195,165
2012-10-20,27.29166667,52.01789474,,,,,,15.8,10.5,21,65,7,2012,0,3,0,14.38,Seoul,653,503,150,359,294,143,68,75,77,66,407,376,31,218,189
2012-10-21,27.58333333,50.30192719,,,,,,18.3,15.4,23.7,70.5,1,2012,0,3,0,14.62,Seoul,668,521,147,380,288,126,72,54,66,60,417,378,39,240,177
2012-10-22,22,38.14029536,,,,,,13.4,8.5,17.1,77.3,2,2012,0,3,0,14.78,Seoul,533,359,174,298,235,138,71,67,74,64,270,229,41,152,118
2012-10-23,11.66666667,21.13424947,,,,,,10,4.5,14.5,49.4,3,2012,0,3,0,14.46,Seoul,521,363,158,273,248,140,68,72,75,65,245,217,28,132,113
2012-10-24,13.41666667,29.98625793,,,,,,13.2,9.5,18.4,62.8,4,2012,0,3,0,14.14,Seoul,510,361,149,271,239,138,69,69,75,63,257,229,28,136,121
2012-10-25,17.875,39.04206099,,,,,,15.2,12.6,20,68.5,5,2012,0,3,0,14.02,Seoul,547,392,155,322,225,139,71,68,90,49,304,267,37,173,131
2012-10-26,29.125,57.55425532,,,,,,15.9,11.1,22.3,62.1,6,2012,0,3,0,13.54,Seoul,592,452,140,340,252,139,82,57,79,60,333,305,28,195,138
2012-10-27,17,29.60542797,,,,,,14.3,12.5,16.4,84.5,7,2012,0,3,0,13.72,Seoul,665,521,144,362,303,124,58,66,66,58,418,386,32,231,187
2012-10-28,15.41666667,28.60609244,,,,,,14.3,10.8,18.8,65.4,1,2012,0,3,0,14.58,Seoul,654,492,162,346,308,154,81,73,86,68,367,340,27,193,174
2012-10-29,18.41666667,35.79978925,,,,,,11.7,8,16.7,60.6,2,2012,0,3,0,14.28,Seoul,548,397,151,312,236,147,77,70,80,67,286,254,32,167,119
2012-10-30,31.75,52.47486631,,,,,,8.6,5.8,12.4,55.4,3,2012,0,3,0,12.96,Seoul,500,363,137,290,210,137,74,63,80,57,277,240,37,160,117
2012-10-31,26.79166667,43.00638298,,,,,,6.9,2.8,11.6,50.9,4,2012,0,3,0,11.16,Seoul,550,397,153,319,231,140,71,69,76,64,296,263,33,169,127
2012-11-01,17.125,32.36087866,,,,,,5.6,2.7,10,36.5,5,2012,0,3,0,9.42,Seoul,634,474,160,365,269,150,73,77,85,65,370,338,32,209,161
2012-11-02,17.25,33.77310924,9.657768804,1.984606829,11.9960906,4.948085659,6.946708662,7.2,1.6,12.4,36.9,6,2012,0,3,0,8,Seoul,661,507,154,343,318,151,81,70,75,76,401,368,33,211,190
2012-11-03,25.16666667,46.20750782,,,,,,9.4,3.2,15.7,41.5,7,2012,0,3,0,7.54,Seoul,688,544,144,383,305,149,75,74,75,74,423,405,18,246,177
2012-11-04,14.66666667,25.190625,,,,,,11.8,9.1,15.3,56.5,1,2012,0,3,0,8.18,Seoul,605,472,133,342,263,117,60,57,73,44,369,343,26,201,168
2012-11-05,14.75,33.07724868,3.539791872,0.752758458,6.449833571,5.820256776,13.8510065,8.5,7.2,10.7,87.6,2,2012,0,3,0,8.5,Seoul,534,388,146,296,238,145,73,72,87,58,279,255,24,146,133
2012-11-06,34.75,48.03533191,,,,,,7.1,5.1,8.6,81,3,2012,0,3,0,8.8,Seoul,535,368,167,313,222,131,59,72,76,55,276,244,32,161,115
2012-11-07,46.91666667,66.10993658,,,,,,8.4,4.1,12.5,68.4,4,2012,0,3,0,9.04,Seoul,574,421,153,302,272,134,66,68,63,71,322,291,31,173,149
2012-11-08,52.5,86.88589882,4.816416023,3.44416243,18.47781602,10.08573785,18.50462397,8.8,6,12.6,74.6,5,2012,0,3,0,8.92,Seoul,570,434,136,290,280,134,65,69,61,73,329,305,24,172,157
2012-11-09,42.29166667,78.11670236,,,,,,9.4,4.4,15,63.6,6,2012,0,3,0,8.44,Seoul,610,457,153,324,286,141,70,71,75,66,345,313,32,179,166
2012-11-10,18.7826087,34.71888412,,,,,,12,9.2,14.7,49.3,7,2012,0,3,0,9.14,Seoul,756,597,159,404,352,137,78,59,77,60,482,442,40,248,234
2012-11-11,7.086956522,16.39597315,,,,,,8.7,3.6,12,72,1,2012,0,3,0,9.46,Seoul,603,483,120,339,264,113,65,48,63,50,385,360,25,215,170
2012-11-12,18.125,36.61522199,,,,,,7.3,5.8,9.1,67.8,2,2012,0,3,0,9.24,Seoul,573,417,156,329,244,138,73,65,84,54,313,280,33,179,134
2012-11-13,12.33333333,26.67402734,,,,,,5.3,1.7,9.1,54.8,3,2012,0,3,0,8.54,Seoul,504,375,129,271,233,133,67,66,76,57,265,245,20,139,126
2012-11-14,14.95652174,26.04535865,3.863333247,0.565385466,4.543728846,5.051010929,8.387925394,2.4,-0.6,6.7,53.3,4,2012,0,3,0,7.14,Seoul,482,356,126,281,201,118,58,60,68,50,259,234,25,147,112
2012-11-15,20.33333333,37.88865323,,,,,,4.2,-0.3,9.8,51.5,5,2012,0,3,0,5.58,Seoul,603,444,159,350,253,155,89,66,87,68,321,281,40,185,136
2012-11-16,25.91666667,47.90486486,,,,,,4.9,1,8.2,74,6,2012,0,3,0,4.82,Seoul,612,467,145,349,263,137,80,57,77,60,354,310,44,198,156
2012-11-17,18.83333333,28.85940803,,,,,,5.3,1.5,8,61.6,7,2012,0,3,0,4.42,Seoul,697,536,161,394,303,149,79,70,82,67,433,388,45,242,191
2012-11-18,15.20833333,25.6323687,,,,,,3.5,-0.5,8.4,45.1,1,2012,0,3,0,4.06,Seoul,650,508,142,359,291,134,65,69,76,58,393,366,27,206,187
2012-11-19,21.875,37.00749465,,,,,,3.4,-0.5,7.6,64.4,2,2012,0,3,0,4.26,Seoul,513,365,148,275,238,122,53,69,66,56,279,245,34,146,133
2012-11-20,27.41666667,45.07569296,,,,,,1.9,-1.8,6.4,51.6,3,2012,0,3,0,3.8,Seoul,510,374,136,277,233,146,83,63,87,59,264,239,25,137,127
2012-11-21,35.04166667,65.2537155,,,,,,4.1,-0.4,8.4,62.5,4,2012,0,3,0,3.64,Seoul,502,373,129,286,216,131,73,58,76,55,274,243,31,157,117
2012-11-22,39.91666667,74.43844492,,,,,,6.7,1.9,10.5,68.3,5,2012,0,3,0,3.92,Seoul,554,415,139,308,246,116,65,51,62,54,308,276,32,173,135
2012-11-23,31.58333333,57.52890792,,,,,,3.3,0.3,6.9,63,6,2012,0,3,0,3.88,Seoul,587,435,152,304,283,125,65,60,68,57,330,300,30,174,156
2012-11-24,16.79166667,31.67613039,,,,,,1.7,-1.8,6.7,46.9,7,2012,0,3,0,3.54,Seoul,650,505,145,383,267,133,66,67,85,48,402,365,37,233,169
2012-11-25,24.04166667,41.27436441,,,,,,3.4,-0.7,7.5,55.6,1,2012,0,3,0,3.84,Seoul,590,445,145,337,253,126,66,60,68,58,342,310,32,202,140
2012-11-26,15.41666667,28.75802998,,,,,,2.3,-1.2,5.1,51.5,2,2012,0,3,0,3.48,Seoul,533,373,160,321,212,152,74,78,80,72,266,235,31,173,93
2012-11-27,14.625,30.39029768,,,,,,2.1,-2.8,6.5,38.9,3,2012,0,3,0,2.56,Seoul,547,382,165,299,248,139,66,73,81,58,288,241,47,159,129
2012-11-28,25.375,110.5606557,,,,,,5,-0.1,10.2,54.5,4,2012,0,3,0,2.9,Seoul,513,373,140,285,228,141,84,57,86,55,262,226,36,147,115
2012-11-29,13.875,34.06182213,,,,,,0.8,-1.9,4.7,34.4,5,2012,0,3,0,2.72,Seoul,515,373,142,262,253,128,75,53,71,57,282,247,35,139,143
2012-11-30,20.91666667,45.8513369,,,,,,1.7,-3,6.2,49.6,6,2012,0,3,0,2.38,Seoul,608,442,166,352,256,146,72,74,75,71,353,311,42,214,139
2012-12-01,19.04166667,38.60504202,,,,,,-0.9,-5.9,4,47.9,7,2012,0,4,0,1.74,Seoul,746,559,187,400,346,142,67,75,74,68,453,415,38,244,209
2012-12-02,19.29166667,33.41256545,6.217833401,1.234222441,8.660891406,4.318247264,7.705413707,2.9,1,7.1,50.4,1,2012,0,4,0,1.9,Seoul,553,427,126,292,261,121,68,53,62,59,331,300,31,174,157
2012-12-03,26.04166667,45.57969432,,,,,,1.7,-1.6,5,66.9,2,2012,0,4,0,1.24,Seoul,525,374,151,293,232,128,67,61,74,54,284,244,40,149,135
2012-12-04,11.83333333,24.16298633,,,,,,-3.3,-5.9,-0.1,41.3,3,2012,0,4,0,0.42,Seoul,461,319,142,259,202,140,70,70,81,59,219,192,27,124,95
2012-12-05,17.25,30.78787879,,,,,,-3.8,-6.2,-0.8,66.5,4,2012,0,4,0,-0.68,Seoul,430,294,136,221,209,136,69,67,70,66,193,166,27,93,100
2012-12-06,14.5,25.19593148,,,,,,-6.3,-10.3,-2.9,53.4,5,2012,0,4,0,-1.76,Seoul,491,338,153,265,226,129,68,61,76,53,236,205,31,119,117
2012-12-07,19.41666667,31.7642015,,,,,,-4.5,-6.4,-2.4,76,6,2012,0,4,0,-3.24,Seoul,580,426,154,316,264,135,62,73,74,61,324,305,19,177,147
2012-12-08,14.83333333,25.03055848,,,,,,-8.2,-11,-5.3,42.4,7,2012,0,4,0,-5.22,Seoul,640,488,152,373,267,115,67,48,73,42,394,355,39,227,167
2012-12-09,14.91666667,31.11807732,,,,,,-10.5,-13.2,-7,45.5,1,2012,0,4,0,-6.66,Seoul,481,344,137,265,216,119,65,54,64,55,244,224,20,129,115
2012-12-10,23.70833333,42.59207709,,,,,,-8.3,-11.8,-4.6,51.3,2,2012,0,4,0,-7.56,Seoul,499,341,158,282,217,147,78,69,87,60,232,192,40,123,109
2012-12-11,38.625,58.2406181,,,,,,-6.5,-10.4,-0.8,55.3,3,2012,0,4,0,-7.6,Seoul,462,323,139,268,194,126,69,57,79,47,228,190,38,131,97
2012-12-12,49.20833333,70.11416026,,,,,,-5,-9,0,56.8,4,2012,0,4,0,-7.7,Seoul,471,339,132,248,223,131,67,64,68,63,240,213,27,118,122
2012-12-13,54.33333333,78.83940043,,,,,,-1.5,-6.2,3.4,55.1,5,2012,0,4,0,-6.36,Seoul,505,353,152,283,222,139,66,73,76,63,259,228,31,149,110
2012-12-14,27.47826087,44.76501581,,,,,,2.7,0.3,4.7,79.8,6,2012,0,4,0,-3.72,Seoul,584,397,187,329,255,162,83,79,98,64,286,241,45,153,133
2012-12-15,11.70833333,18.57158235,,,,,,4.6,1.9,8.3,78.4,7,2012,0,4,0,-1.14,Seoul,630,453,177,355,275,137,58,79,80,57,359,327,32,196,163
2012-12-16,33.91666667,52.23799582,,,,,,1.6,-1.2,4.3,77,1,2012,0,4,0,0.48,Seoul,534,368,166,295,239,132,59,73,68,64,297,255,42,168,129
2012-12-17,40.25,64.44783983,,,,,,-0.4,-4.7,3.2,65.4,2,2012,0,4,0,1.4,Seoul,491,326,165,271,220,122,52,70,69,53,251,210,41,146,105
2012-12-18,20.58333333,36.35714286,,,,,,-6.8,-9.2,-4,49.4,3,2012,0,4,0,0.34,Seoul,507,357,150,269,238,130,58,72,73,57,266,237,29,148,118
2012-12-19,21.66666667,40.99265477,,,,,,-6.9,-10.4,-2.8,45,4,2012,0,4,0,-1.58,Seoul,495,353,142,283,212,117,60,57,70,47,289,256,33,164,125
2012-12-20,41.66666667,70.53578947,,,,,,-3.4,-7.8,0.3,49.1,5,2012,0,4,0,-3.18,Seoul,555,374,181,314,241,152,71,81,84,68,278,241,37,155,123
2012-12-21,43.25,70.14526316,,,,,,-0.7,-1.9,0.8,66.1,6,2012,0,4,0,-3.64,Seoul,591,434,157,336,255,163,95,68,91,72,306,276,30,176,130
2012-12-22,42.875,64.10833333,,,,,,-3,-5.9,-0.8,67.4,7,2012,0,4,0,-4.16,Seoul,647,507,140,324,323,126,69,57,77,49,406,366,40,196,210
2012-12-23,13.41666667,24.79581152,,,,,,-8.9,-12.5,-5.9,53.9,1,2012,0,4,0,-4.58,Seoul,593,453,140,318,275,124,64,60,79,45,365,329,36,196,169
2012-12-24,18.16666667,32.07142857,,,,,,-8.8,-13.6,-4.5,52,2,2012,0,4,0,-4.96,Seoul,632,447,185,339,293,146,69,77,71,75,364,320,44,200,164
2012-12-25,17.875,34.71734475,,,,,,-8.9,-13.7,-4.6,50.9,3,2012,0,4,1,-6.06,Seoul,552,404,148,304,248,107,53,54,58,49,330,290,40,183,147
2012-12-26,17.41666667,34.34973262,,,,,,-10.8,-14.5,-7,33.5,4,2012,0,4,0,-8.08,Seoul,496,348,148,275,221,140,68,72,75,65,264,231,33,152,112
2012-12-27,30.29166667,53.56485356,,,,,,-5.7,-11.3,-0.8,47.1,5,2012,0,4,0,-8.62,Seoul,572,401,171,321,251,131,60,71,72,59,314,269,45,170,144
2012-12-28,31.33333333,51.23375262,,,,,,-0.9,-3.5,1.5,59.5,6,2012,0,4,0,-7.02,Seoul,604,432,172,330,274,140,73,67,79,61,330,286,44,172,158
2012-12-29,43.08333333,63.91327064,,,,,,-0.3,-1.9,0.6,84.1,7,2012,0,4,0,-5.32,Seoul,630,467,163,346,284,133,69,64,75,58,379,340,39,209,170
2012-12-30,15.625,28.01053741,,,,,,-8.2,-10.7,0,54.6,1,2012,0,4,0,-5.18,Seoul,578,420,158,314,264,118,59,59,59,59,358,312,46,196,162
2012-12-31,16.33333333,27.66736621,,,,,,-8.7,-11.6,-5,45.9,2,2012,0,4,0,-4.76,Seoul,624,445,179,342,282,148,76,72,78,70,359,322,37,198,161
2013-01-01,21.25,38.94285714,,,,,,-4.7,-8.7,0,73.5,3,2013,0,4,1,-4.56,Seoul,711,508,203,371,340,184,97,87,100,84,394,338,56,209,185
2013-01-02,10.39130435,19.32937365,,,,,,-11.7,-15.1,-4.8,40.8,4,2013,0,4,0,-6.72,Seoul,529,373,156,288,241,144,72,72,82,62,269,233,36,145,124
2013-01-03,15.29166667,30.76939655,,,,,,-13.2,-16.4,-9.3,42.8,5,2013,0,4,0,-9.3,Seoul,501,363,138,263,238,129,71,58,73,56,261,233,28,136,125
2013-01-04,25.83333333,45.76470588,,,,,,-10.7,-14.8,-5.8,44.3,6,2013,0,4,0,-9.8,Seoul,576,405,171,320,256,136,63,73,85,51,327,284,43,179,148
2013-01-05,39.91666667,63.59574468,,,,,,-7,-12.1,-1.2,59.4,7,2013,0,4,0,-9.46,Seoul,680,513,167,343,337,145,82,63,83,62,423,365,58,201,222
2013-01-06,55.91666667,89.3397642,,,,,,-6.3,-9.4,-2,59.4,1,2013,0,4,0,-9.78,Seoul,554,411,143,294,260,133,72,61,72,61,306,275,31,159,147
2013-01-07,48.41666667,76.48608137,,,,,,-5.1,-8.8,0.1,53.6,2,2013,0,4,0,-8.46,Seoul,526,373,153,289,237,143,79,64,76,67,272,233,39,151,121
2013-01-08,43.66666667,71.95064378,,,,,,-4.6,-6.8,-0.7,53.4,3,2013,0,4,0,-6.74,Seoul,554,353,201,288,266,143,65,78,86,57,271,227,44,132,139
2013-01-09,19.54166667,34.33760684,,,,,,-9,-10.7,-6.4,38.5,4,2013,0,4,0,-6.4,Seoul,540,358,182,290,250,130,46,84,74,56,285,241,44,146,139
2013-01-10,23.58333333,41.98412698,9.361833553,1.31171667,5.793699661,4.834337349,6.919889503,-8.3,-12.3,-3.6,41.3,5,2013,0,4,0,-6.66,Seoul,556,370,186,299,257,161,68,93,99,62,298,258,40,149,149
2013-01-11,33.45833333,57.14634146,,,,,,-3.2,-7.9,1.4,50.5,6,2013,0,4,0,-6.04,Seoul,630,433,197,347,283,146,71,75,85,61,362,303,59,196,166
2013-01-12,59.16666667,113.8613139,,,,,,0,-2.7,4.2,70,7,2013,0,4,0,-5.02,Seoul,776,579,197,417,359,145,74,71,82,63,495,444,51,262,233
2013-01-13,82.83333333,159.4748428,17.96005741,2.197185343,29.72021891,26.835131,23.93448639,-0.5,-3,3.3,65.6,1,2013,0,4,0,-4.2,Seoul,672,514,158,352,320,131,74,57,75,56,426,369,57,213,213
2013-01-14,67.04166667,122.8020942,,,,,,-2.1,-4.3,1.8,61.6,2,2013,0,4,0,-2.82,Seoul,599,436,163,340,259,146,65,81,84,62,320,292,28,186,134
2013-01-15,69.79166667,121.1112311,,,,,,-2.1,-5.5,2,57,3,2013,0,4,0,-1.58,Seoul,553,380,173,280,273,145,61,84,81,64,303,258,45,148,155
2013-01-16,56.54166667,97.42526316,16.19581326,2.288646545,20.10056385,13.74110124,16.70879796,-2.6,-5.8,0.4,64.1,4,2013,0,4,0,-1.46,Seoul,607,407,200,336,271,150,82,68,92,58,324,266,58,168,156
2013-01-17,67.375,115.1940299,,,,,,-5.8,-8.2,-2.5,62.9,5,2013,0,4,0,-2.62,Seoul,638,466,172,347,291,135,68,67,72,63,374,318,56,200,174
2013-01-18,33.875,58.12889366,,,,,,-4.4,-9.2,0.2,51.9,6,2013,0,4,0,-3.4,Seoul,686,508,178,381,305,141,64,77,74,67,433,382,51,242,191
2013-01-19,44.58333333,81.82245989,4.507055427,1.567044867,18.48552764,14.14925746,3.4524973,0.5,-2.5,4.6,59.9,7,2013,0,4,0,-2.88,Seoul,881,681,200,463,418,157,80,77,88,69,568,502,66,287,281
