date,pm2.5,pm10,OC,EC,NO3,SO42,NH4,meantemp,mintemp,maxtemp,meanhumi,dow,year,influenza,season,holiday,ma5meantemp,cityname,noacc,noacc_A,noacc_B,noacc_M,noacc_F,circ,circ_A,circ_B,circ_M,circ_F,resp,resp_A,resp_B,resp_M,resp_F
2013-01-20,61.95833333,110.3318966,,,,,,1.6,-2,4.1,55.8,1,2013,0,4,0,-2.14,Seoul,732,543,189,356,376,128,45,83,63,65,467,419,48,217,250
2013-01-21,21.21052632,32.45903479,,,,,,2.2,1.1,4,83.6,2,2013,0,4,0,-1.18,Seoul,674,472,202,366,308,178,82,96,100,78,353,309,44,193,160
2013-01-22,8.909090909,15.38453159,3.553931325,0.770094521,4.443440746,3.7596368,2.515769309,3.8,2,6,74.3,3,2013,0,4,0,0.74,Seoul,579,413,166,304,275,136,71,65,69,67,326,276,50,167,159
2013-01-23,19.60869565,33.33406353,,,,,,1.8,1,3.8,80.4,4,2013,0,4,0,1.98,Seoul,559,395,164,297,262,123,58,65,69,54,327,285,42,168,159
2013-01-24,34.29166667,65.18054054,,,,,,-0.9,-6.7,2.4,57.6,5,2013,0,4,0,1.7,Seoul,611,440,171,333,278,126,69,57,71,55,372,319,53,200,172
2013-01-25,9.333333333,28.7772973,3.702880557,0.513515274,4.273916869,3.79424752,10.65234063,-9.1,-10.8,-6.5,37.5,6,2013,0,4,0,-0.44,Seoul,658,485,173,330,328,143,77,66,71,72,415,351,64,211,204
2013-01-26,14.125,30.63804348,,,,,,-9.2,-11.9,-5.1,37,7,2013,0,4,0,-2.72,Seoul,768,609,159,402,366,139,68,71,69,70,531,485,46,274,257
2013-01-27,18.29166667,33.96791444,,,,,,-7.3,-10.7,-3.9,44.9,1,2013,0,4,0,-4.94,Seoul,706,530,176,389,317,135,61,74,79,56,456,400,56,254,202
2013-01-28,29.04166667,54.62513543,11.34360231,2.018649756,15.69753091,9.269053736,10.09679197,-3.5,-8.9,0.2,56,2,2013,0,4,0,-6,Seoul,590,410,180,334,256,156,75,81,86,70,314,271,43,180,134
2013-01-29,37,72.39547414,,,,,,2.2,-0.3,3.7,63.5,3,2013,0,4,0,-5.38,Seoul,531,370,161,302,229,156,83,73,96,60,274,237,37,149,125
2013-01-30,40.54166667,79.12781955,,,,,,5.4,3.5,8.5,68.8,4,2013,1,4,0,-2.48,Seoul,568,400,168,288,280,125,52,73,69,56,349,301,48,176,173
2013-01-31,42.58333333,80.16398714,,,,,,7.4,3.7,11.5,59.5,5,2013,1,4,0,0.84,Seoul,670,478,192,347,323,148,74,74,82,66,407,347,60,205,202
2013-02-01,22.21052632,36.00209424,,,,,,7.3,3.7,9.3,85.8,6,2013,1,4,0,3.76,Seoul,793,563,230,443,350,150,76,74,85,65,485,408,77,265,220
2013-02-02,18.33333333,36.57712487,,,,,,-1.1,-4.5,3.7,52.1,7,2013,1,4,0,4.24,Seoul,750,577,173,406,344,140,73,67,86,54,492,441,51,260,232
2013-02-03,13.5,27.55753138,,,,,,-3.2,-5.8,-1.1,62.3,1,2013,1,4,0,3.16,Seoul,697,543,154,402,295,132,66,66,82,50,466,417,49,260,206
2013-02-04,19.13043478,30.41182682,,,,,,-0.8,-3.3,2.5,77.1,2,2013,1,4,0,1.92,Seoul,588,418,170,332,256,123,59,64,70,53,346,297,49,192,154
2013-02-05,36.70833333,58.04188482,,,,,,-0.6,-4,2.7,77,3,2013,1,4,0,0.32,Seoul,591,412,179,319,272,145,78,67,73,72,338,286,52,183,155
2013-02-06,31.5,52.30421053,,,,,,-1.5,-3.1,0.2,75,4,2013,1,4,0,-1.44,Seoul,599,433,166,325,274,144,66,78,74,70,351,317,34,185,166
2013-02-07,13.875,34.12407992,,,,,,-11.1,-13.8,-2.6,42.5,5,2013,0,4,0,-3.44,Seoul,736,551,185,394,342,147,76,71,78,69,457,402,55,247,210
2013-02-08,20.29166667,40.88667366,,,,,,-11.5,-15.8,-6.1,39.3,6,2013,0,4,0,-5.1,Seoul,1081,868,213,607,474,171,81,90,88,83,759,693,66,434,325
2013-02-09,29.54166667,49.40771637,,,,,,-7.2,-12.3,-2.6,55.5,7,2013,0,4,1,-6.38,Seoul,1265,1055,210,689,576,156,79,77,87,69,960,887,73,529,431
2013-02-10,29.04166667,47.48113208,,,,,,-4,-8.4,-0.5,56.6,1,2013,0,4,1,-7.06,Seoul,1204,981,223,645,559,141,67,74,86,55,895,813,82,469,426
2013-02-11,18.375,31.07815846,,,,,,-5.8,-10.4,-0.9,41.8,2,2013,0,4,1,-7.92,Seoul,798,585,213,435,363,145,67,78,85,60,500,440,60,273,227
2013-02-12,22.66666667,37.86143931,,,,,,-3.8,-4.8,-1.9,55.6,3,2013,0,4,0,-6.46,Seoul,606,409,197,345,261,168,86,82,102,66,316,259,57,181,135
2013-02-13,30,52.9989418,,,,,,-1.3,-6.3,2.9,59.6,4,2013,0,4,0,-4.42,Seoul,630,442,188,345,285,151,79,72,89,62,345,294,51,183,162
2013-02-14,39.20833333,73.82191781,,,,,,1.1,-2.6,5.2,60.1,5,2013,0,4,0,-2.76,Seoul,646,445,201,336,310,166,80,86,89,77,367,307,60,187,180
2013-02-15,24.95833333,51.49001052,5.299753663,0.802777535,6.710141178,4.850413183,5.08619435,-1.2,-5.2,1.5,48.4,6,2013,0,4,0,-2.2,Seoul,738,506,232,390,348,156,70,86,85,71,438,360,78,222,216
2013-02-16,20.70833333,40.27870564,,,,,,-2.6,-7,2.6,38.8,7,2013,1,4,0,-1.56,Seoul,779,587,192,432,347,133,55,78,80,53,492,446,46,271,221
2013-02-17,23.41666667,46.06875,,,,,,2.3,-2.1,5.8,44.5,1,2013,1,4,0,-0.34,Seoul,687,527,160,380,307,120,53,67,68,52,438,392,46,252,186
2013-02-18,21.5,49.16772824,,,,,,0.5,-2.5,3.1,49.8,2,2013,1,4,0,0.02,Seoul,608,434,174,344,264,123,67,56,67,56,340,285,55,192,148
2013-02-19,11.66666667,33.50210526,,,,,,-2.9,-7.1,0.6,27.5,3,2013,1,4,0,-0.78,Seoul,564,376,188,319,245,145,64,81,82,63,301,251,50,166,135
2013-02-20,14.625,33.8197065,,,,,,-4.8,-8.7,0,35.3,4,2013,1,4,0,-1.5,Seoul,590,403,187,328,262,150,74,76,79,71,313,259,54,181,132
2013-02-21,19.04166667,38.66981132,,,,,,-1.7,-5.3,2.5,49,5,2013,1,4,0,-1.32,Seoul,642,441,201,323,319,145,62,83,75,70,362,308,54,182,180
2013-02-22,33.26086957,63.98951782,,,,,,0.5,-3.1,4.3,57.1,6,2013,1,4,0,-1.68,Seoul,696,516,180,371,325,139,70,69,78,61,418,365,53,217,201
2013-02-23,16.79166667,39.84864301,,,,,,-0.9,-4.4,2.4,45.9,7,2013,1,4,0,-1.96,Seoul,840,662,178,442,398,142,75,67,87,55,561,503,58,281,280
2013-02-24,21.70833333,47.85208333,,,,,,1.4,-2.4,5.3,42.4,1,2013,0,4,0,-1.1,Seoul,699,536,163,385,314,120,61,59,63,57,450,405,45,257,193
2013-02-25,24.16666667,52.83647799,,,,,,3.3,-0.7,8.6,39.4,2,2013,0,4,0,0.52,Seoul,632,412,220,316,316,148,65,83,84,64,341,278,63,172,169
2013-02-26,30.20833333,64.6509434,,,,,,4.8,2.5,7.5,56.4,3,2013,0,4,0,1.82,Seoul,618,434,184,340,278,143,81,62,82,61,347,289,58,188,159
2013-02-27,37.58333333,75.25586354,7.562046482,1.344992577,15.8797077,17.26157017,15.49871963,3.4,0.8,8.8,69.5,4,2013,0,4,0,2.4,Seoul,670,484,186,370,300,154,76,78,90,64,399,340,59,214,185
2013-02-28,37.95833333,84.84558824,,,,,,6.7,-1.1,13.9,57.3,5,2013,0,4,0,3.92,Seoul,786,596,190,414,372,156,84,72,81,75,509,445,64,260,249
2013-03-01,18.83333333,53.0177268,6.217833401,1.234222441,,,,0.8,-2.4,7.7,56.1,6,2013,0,1,1,3.8,Seoul,819,606,213,450,369,178,78,100,107,71,503,451,52,273,230
2013-03-02,17.91666667,36.90566038,,,,,,-0.8,-4.4,3.1,42.6,7,2013,0,1,0,2.98,Seoul,750,551,199,382,368,160,75,85,87,73,466,405,61,231,235
2013-03-03,17.75,39.57366771,,,,,,0.4,-3.5,4.8,50.3,1,2013,0,1,0,2.1,Seoul,677,485,192,335,342,127,64,63,77,50,428,355,73,197,231
2013-03-04,34.875,74.41201264,,,,,,3.1,-0.7,8.9,58.6,2,2013,0,1,0,2.04,Seoul,578,378,200,304,274,162,83,79,89,73,291,240,51,136,155
2013-03-05,42.25,88.48996832,10.7494826,1.571238688,21.32882648,11.80484914,15.53437407,3.7,-0.7,9.1,51.8,3,2013,0,1,0,1.44,Seoul,556,373,183,329,227,159,88,71,101,58,280,216,64,160,120
2013-03-06,33.625,87.53446448,,,,,,7.9,0.9,14.3,43.1,4,2013,0,1,0,2.86,Seoul,593,392,201,336,257,154,68,86,95,59,342,275,67,197,145
2013-03-07,50.875,135.8955224,11.04253213,2.356223926,3.459126619,4.206714323,,8,4.3,11.7,74.1,5,2013,0,1,0,4.62,Seoul,615,421,194,346,269,166,80,86,97,69,345,289,56,188,157
2013-03-08,64.375,145.6819149,13.86098085,2.765230304,17.19677163,14.86688644,,8.5,3.8,14.1,66,6,2013,0,1,0,6.24,Seoul,687,499,188,367,320,165,73,92,87,78,408,366,42,224,184
2013-03-09,62.625,149.8077325,,,,,,13.2,6.2,23.8,48.8,7,2013,0,1,0,8.26,Seoul,850,651,199,479,371,154,69,85,92,62,573,515,58,320,253
2013-03-10,14.41666667,46.86087866,,,,,,1.2,-1.5,7.9,32.5,1,2013,0,1,0,7.76,Seoul,687,520,167,384,303,132,55,77,82,50,457,414,43,253,204
2013-03-11,18.95833333,50.02328042,2.48378048,1.08935485,24.58745797,19.86678014,,4.2,-2.6,12.1,33.4,2,2013,0,1,0,7.02,Seoul,603,408,195,354,249,137,75,62,77,60,351,277,74,213,138
2013-03-12,27.20833333,65.15327696,,,,,,7.5,1.6,11.7,60.4,3,2013,0,1,0,6.92,Seoul,537,376,161,306,231,141,73,68,84,57,292,245,47,163,129
2013-03-13,17.05555556,27.87982833,,,,,,5.2,1.8,8.4,64.5,4,2013,0,1,0,6.26,Seoul,579,401,178,305,274,148,71,77,84,64,315,273,42,163,152
2013-03-14,12.875,25.92667375,4.512521537,0.725138272,5.107988551,3.031114085,,4.1,0.9,9.8,48.9,5,2013,1,1,0,4.44,Seoul,609,446,163,307,302,146,67,79,74,72,358,326,32,184,174
2013-03-15,26.08333333,53.30508475,,,,,,4.6,0,10.5,43.4,6,2013,1,1,0,5.12,Seoul,687,496,191,382,305,153,82,71,73,80,408,347,61,237,171
2013-03-16,21.79166667,44.8593914,,,,,,6.3,1.6,12.7,53.6,7,2013,1,1,0,5.54,Seoul,755,606,149,425,330,158,81,77,90,68,495,452,43,271,224
2013-03-17,27.125,53.63920751,8.699416048,1.380849387,9.157947813,6.491869406,13.85793521,8.2,3.4,15.9,57.5,1,2013,1,1,0,5.68,Seoul,659,493,166,360,299,144,69,75,77,67,413,374,39,234,179
2013-03-18,13.625,30.72903226,,,,,,8.3,5.3,14.2,73,2,2013,1,1,0,6.3,Seoul,612,454,158,341,271,161,82,79,93,68,342,299,43,183,159
2013-03-19,21.70833333,50.35991379,,,,,,8,5.2,11.4,61.1,3,2013,1,1,0,7.08,Seoul,580,418,162,326,254,160,72,88,95,65,332,303,29,169,163
2013-03-20,12.17391304,31.40834248,,,,,,2.8,-2.5,8.5,51.9,4,2013,1,1,0,6.72,Seoul,590,431,159,341,249,139,69,70,71,68,342,303,39,207,135
2013-03-21,17.70833333,43.34516129,5.524979654,0.957348195,23.94149208,9.372806548,6.838811759,1.5,-4,7.2,34.3,5,2013,1,1,0,5.76,Seoul,638,469,169,343,295,161,79,82,100,61,361,322,39,188,173
2013-03-22,20.45833333,51.61971831,,,,,,3.4,0.9,6.9,61.6,6,2013,0,1,0,4.8,Seoul,667,475,192,351,316,150,61,89,80,70,391,345,46,200,191
2013-03-23,22.04166667,64.46294307,6.956230407,1.179221653,8.419376381,5.871474804,7.850464889,5.4,-1.2,12.1,39,7,2013,0,1,0,4.22,Seoul,785,601,184,413,372,160,74,86,81,79,506,456,50,267,239
2013-03-24,20.70833333,46.66559486,,,,,,5.1,1.8,10.2,47.4,1,2013,0,1,0,3.64,Seoul,633,464,169,333,300,140,68,72,84,56,384,342,42,193,191
2013-03-25,20.625,43.77177508,,,,,,2.8,-0.7,7.8,40.3,2,2013,0,1,0,3.64,Seoul,623,441,182,347,276,146,69,77,85,61,341,302,39,182,159
2013-03-26,20.04166667,48.20403587,,,,,,4.4,-0.9,10.4,39.9,3,2013,0,1,0,4.22,Seoul,546,400,146,283,263,139,76,63,76,63,303,262,41,153,150
2013-03-27,19.70833333,44.79690949,,,,,,7.5,1.4,14.9,30.1,4,2013,0,1,0,5.04,Seoul,619,437,182,354,265,156,76,80,84,72,332,281,51,193,139
2013-03-28,18.20833333,41.91239316,,,,,,7.3,4.4,12,42.1,5,2013,0,1,0,5.42,Seoul,608,444,164,355,253,121,58,63,64,57,374,328,46,221,153
2013-03-29,16.41666667,41.74394099,4.655926293,0.741565123,3.753518602,1.982967279,,5.4,0.6,10.4,28.6,6,2013,0,1,0,5.48,Seoul,686,502,184,374,312,164,84,80,95,69,415,363,52,218,197
2013-03-30,21.75,44.96868476,,,,,,4.9,2.3,10.2,43.1,7,2013,0,1,0,5.9,Seoul,742,553,189,401,341,154,77,77,85,69,474,421,53,253,221
2013-03-31,24.91666667,48.14989518,,,,,,6.3,1,13.2,46.4,1,2013,0,1,0,6.28,Seoul,746,561,185,399,347,139,57,82,78,61,482,433,49,246,236
2013-04-01,35.83333333,69.44867725,5.013670644,1.170271928,13.99944433,7.335729666,,9.2,3.3,13.4,44.5,2,2013,0,1,0,6.62,Seoul,726,499,227,394,332,166,75,91,92,74,410,351,59,225,185
2013-04-02,20.66666667,33.91566265,,,,,,7.2,5.8,9.5,86.1,3,2013,0,1,0,6.6,Seoul,576,399,177,317,259,144,74,70,83,61,322,272,50,177,145
2013-04-03,31.33333333,60.12700107,,,,,,7.9,3.9,14.1,64,4,2013,0,1,0,7.1,Seoul,580,417,163,313,267,144,76,68,82,62,321,271,50,172,149
2013-04-04,56.625,117.2150655,13.45801049,1.968444994,23.20028405,12.61416905,,12.6,5.6,19.8,44.5,5,2013,0,1,0,8.64,Seoul,652,480,172,351,301,142,83,59,83,59,411,350,61,214,197
2013-04-05,81.79166667,160.4940541,,,,,,14.6,10.1,19.9,42.1,6,2013,0,1,0,10.3,Seoul,723,543,180,382,341,155,92,63,90,65,447,395,52,232,215
2013-04-06,47.70588235,62.06489362,,,,,,7.5,2.5,13,84.4,7,2013,0,1,0,9.96,Seoul,755,583,172,388,367,147,86,61,83,64,482,431,51,241,241
2013-04-07,11,21.44432662,3.860550672,0.595155533,7.438539901,3.591019263,,5.1,2,9.6,57.3,1,2013,0,1,0,9.54,Seoul,734,562,172,388,346,137,67,70,79,58,460,413,47,235,225
2013-04-08,22.25,47.91395593,,,,,,8,2.5,13.8,55.1,2,2013,0,1,0,9.56,Seoul,668,473,195,365,303,169,94,75,102,67,352,298,54,184,168
2013-04-09,17.5,61.13057671,,,,,,6.2,3.2,10.7,50.8,3,2013,0,1,0,8.28,Seoul,527,369,158,286,241,124,56,68,57,67,287,250,37,155,132
2013-04-10,14.875,31.96753247,,,,,,5,1.3,8.1,49.3,4,2013,0,1,0,6.36,Seoul,568,410,158,305,263,135,69,66,75,60,323,281,42,180,143
2013-04-11,16.04166667,39.13592233,11.00626503,2.038619282,4.095926928,3.758762828,,5.5,3.7,9.6,54.5,5,2013,0,1,0,5.96,Seoul,563,402,161,292,271,127,62,65,69,58,306,264,42,151,155
2013-04-12,14.70833333,34.20392585,,,,,,6.9,2.2,11.9,42.6,6,2013,0,1,0,6.32,Seoul,691,522,169,369,322,153,70,83,82,71,430,389,41,224,206
2013-04-13,18,48.19371728,13.80987688,2.944868069,4.121958453,4.664754421,,11.4,3.4,17.5,38.6,7,2013,0,1,0,7,Seoul,813,627,186,421,392,140,65,75,79,61,541,488,53,273,268
2013-04-14,20.33333333,61.21943574,,,,,,8.3,4.2,12.2,40.4,1,2013,0,1,0,7.42,Seoul,658,488,170,359,299,146,66,80,81,65,408,362,46,213,195
2013-04-15,15.375,53.30965005,,,,,,7.5,2.6,12.5,31.5,2,2013,0,1,0,7.92,Seoul,588,399,189,327,261,151,75,76,92,59,317,261,56,174,143
2013-04-16,24.45833333,62.4039517,16.96018436,3.156472464,6.008981902,6.514112387,,13.2,8.6,19.1,54.5,3,2013,1,1,0,9.46,Seoul,583,401,182,345,238,164,88,76,99,65,290,244,46,162,128
2013-04-17,22.16666667,44.4723127,,,,,,14.8,10.3,20.6,62.3,4,2013,1,1,0,11.04,Seoul,497,344,153,272,225,122,59,63,64,58,270,225,45,148,122
2013-04-18,24.75,56.69296375,,,,,,12.3,9,16.3,37.4,5,2013,1,1,0,11.22,Seoul,614,442,172,330,284,153,76,77,81,72,336,295,41,171,165
2013-04-19,18.45833333,35.91710388,3.467926759,0.473448698,2.692733164,3.53893637,,9.8,5.1,15,27,6,2013,1,1,0,11.52,Seoul,664,491,173,359,305,159,78,81,88,71,396,358,38,215,181
2013-04-20,20.35,31.51125402,,,,,,6.6,4,10.1,70.8,7,2013,1,1,0,11.34,Seoul,732,544,188,394,338,141,59,82,73,68,461,413,48,252,209
2013-04-21,34.75,64.5862069,,,,,,9,4.2,15.3,58.8,1,2013,1,1,0,10.5,Seoul,649,483,166,367,282,141,65,76,78,63,390,347,43,216,174
2013-04-22,36.5,69.65052632,7.451874334,1.449933287,21.64722719,17.22576029,21.86010733,11.4,5.6,17.2,43.8,2,2013,1,1,0,9.82,Seoul,579,395,184,315,264,155,70,85,83,72,315,267,48,170,145
2013-04-23,28.04545455,49.08485499,,,,,,11.2,9.7,14.8,59.3,3,2013,1,1,0,9.6,Seoul,591,402,189,325,266,147,62,85,77,70,320,270,50,182,138
2013-04-24,23,40.78842105,,,,,,12.3,8.3,18,67,4,2013,0,1,0,10.1,Seoul,652,450,202,360,292,159,75,84,95,64,335,290,45,184,151
2013-04-25,42.31818182,68.01071811,,,15.54746869,25.89853366,22.06214992,9.3,7.9,13.8,78.9,5,2013,0,1,0,10.64,Seoul,591,419,172,302,289,135,60,75,63,72,336,294,42,176,160
2013-04-26,22.66666667,45.3251073,,,,,,11.7,6.9,16.3,55,6,2013,0,1,0,11.18,Seoul,631,477,154,345,286,137,74,63,77,60,368,332,36,204,164
2013-04-27,27.04166667,52.90938511,,,,,,12.8,8.2,18.5,51.4,7,2013,0,1,0,11.46,Seoul,747,565,182,410,337,158,77,81,92,66,458,416,42,246,212
2013-04-28,19.29166667,38.58044164,,,,,,16,10.3,21.6,51,1,2013,0,1,0,12.42,Seoul,684,524,160,371,313,129,63,66,63,66,415,382,33,231,184
2013-04-29,23.91304348,42.47423764,,,,,,13.5,9,17.7,67.6,2,2013,0,1,0,12.66,Seoul,585,419,166,320,265,135,68,67,66,69,313,274,39,172,141
2013-04-30,26.625,60.35639413,,,,,,13.4,7.7,19.5,48.8,3,2013,0,1,0,13.48,Seoul,641,466,175,337,304,152,68,84,80,72,362,325,37,190,172
2013-05-01,10.20833333,40.48902821,,,,,,13.2,8.7,18.6,52.4,4,2013,0,1,0,13.78,Seoul,632,437,195,330,302,156,73,83,78,78,353,304,49,184,169
2013-05-02,19.56521739,39.04973545,,,,,,12.4,9,17.1,67.1,5,2013,0,1,0,13.7,Seoul,556,388,168,317,239,141,66,75,77,64,314,270,44,180,134
2013-05-03,28.95833333,50.18572928,,,,,,12.6,9,18.2,64.8,6,2013,0,1,0,13.02,Seoul,638,463,175,339,299,139,69,70,77,62,368,320,48,188,180
2013-05-04,39.20833333,65.21684211,,,,,,13.9,9.3,19.6,58.1,7,2013,0,1,0,13.1,Seoul,646,486,160,334,312,116,56,60,59,57,419,367,52,216,203
2013-05-05,34.375,53.61327713,,,,,,14.3,9.2,20.6,51.8,1,2013,0,1,1,13.28,Seoul,672,521,151,356,316,138,71,67,83,55,421,389,32,211,210
2013-05-06,28.95833333,50.08677249,,,,,,14.6,7.9,21.3,54,2,2013,0,1,0,13.56,Seoul,569,405,164,307,262,133,64,69,75,58,316,273,43,163,153
2013-05-07,43.5,74.88759279,,,,,,18.7,11.9,26.7,41.4,3,2013,0,1,0,14.82,Seoul,604,437,167,345,259,150,72,78,80,70,325,279,46,195,130
2013-05-08,34.70833333,64.41207627,,,,,,19.4,12.7,26.2,33.6,4,2013,0,1,0,16.18,Seoul,615,435,180,342,273,139,74,65,77,62,336,289,47,184,152
2013-05-09,37.625,68.45859873,,,,,,18.1,14.7,23,55.3,5,2013,0,1,0,17.02,Seoul,633,486,147,372,261,132,72,60,81,51,362,326,36,204,158
2013-05-10,20.42857143,32.75212766,,,,,,14,10.4,16.1,89.3,6,2013,0,1,0,16.96,Seoul,691,526,165,392,299,148,75,73,72,76,420,370,50,250,170
